age,Medu,traveltime,studytime,failures,freetime,goout,Walc,health,G2,G3
16,4,1,2,0,3,3,3,2,16,16
16,1,2,1,0,4,5,4,2,14,15
18,2,1,2,1,3,2,3,1,5,8
16,2,2,2,0,2,1,1,2,7,0
16,1,3,2,0,3,2,3,5,8,8
16,2,2,2,0,3,3,1,2,10,10
16,4,1,2,0,3,4,2,3,8,8
18,4,1,4,0,5,5,5,5,6,6
16,3,3,2,0,2,1,1,2,9,8
17,4,1,3,0,4,3,2,5,14,16
17,4,1,1,0,2,3,2,5,14,14
16,2,4,3,0,1,3,2,3,9,10
17,2,1,1,0,1,3,2,5,9,9
16,4,2,1,0,1,3,2,5,11,11
17,3,1,1,0,1,4,5,3,10,9
17,1,3,2,0,1,3,3,1,10,10
16,2,2,2,0,2,2,4,5,7,8
16,2,1,2,0,2,2,1,3,15,16
16,4,1,1,0,1,2,5,5,12,12
15,1,3,2,0,5,5,3,5,11,10
15,2,3,4,0,4,5,3,5,14,14
15,2,1,1,0,3,3,2,5,13,12
16,2,1,3,0,3,3,2,5,11,11
16,4,2,2,0,2,4,2,1,10,10
17,3,2,1,0,3,3,2,1,11,11
17,2,2,2,0,1,3,1,5,9,11
16,4,2,3,0,3,5,4,5,11,12
17,4,3,1,3,3,3,3,5,9,8
17,1,2,1,0,1,2,3,5,11,12
17,3,1,2,1,4,4,4,5,9,8
17,4,1,2,0,2,5,1,5,15,16
16,4,1,1,0,1,2,1,2,11,11
17,1,1,2,0,5,5,2,3,10,11
17,4,2,2,0,3,3,3,5,18,18
16,2,2,2,0,1,2,2,5,13,13
17,3,2,2,0,1,2,2,1,14,13
19,1,1,2,2,4,3,4,4,9,10
17,1,1,1,0,1,2,1,5,11,12
17,1,2,1,0,5,5,2,4,11,10
16,1,1,3,0,3,4,1,3,14,13
16,1,1,1,0,4,4,4,5,10,11
17,3,2,2,3,4,4,1,5,9,10
17,2,2,1,0,5,5,5,5,13,10
18,1,3,1,1,3,2,1,4,12,13
17,1,2,1,0,5,5,3,2,9,10
18,1,2,2,0,3,3,4,5,9,10
16,2,1,2,0,4,3,1,1,13,12
17,2,1,1,1,2,1,3,5,0,0
16,3,2,1,0,5,5,3,5,9,10
16,1,2,1,0,5,5,4,5,10,9
18,1,2,1,1,3,3,3,5,7,9
18,3,1,1,1,3,1,2,5,0,0
19,3,2,1,3,2,1,1,3,11,9
18,3,1,2,2,4,5,3,3,8,8
16,2,2,1,0,4,3,4,4,8,8
19,2,2,1,3,4,3,3,5,9,9
16,3,2,2,2,5,5,1,1,5,7
17,1,1,1,0,3,2,2,5,9,10
20,1,2,1,1,4,3,4,4,11,10
18,4,1,1,0,4,4,4,2,11,10
18,3,2,1,0,5,5,5,5,10,11
19,1,3,2,1,4,4,3,2,9,11
17,3,2,2,1,5,4,3,3,9,10
18,1,1,1,0,3,3,3,3,10,9
19,1,3,1,1,4,4,3,5,9,10
18,1,2,2,2,3,3,1,5,8,8
19,1,1,1,0,4,4,1,5,8,7
18,2,2,1,1,5,5,1,3,6,0
17,0,2,1,0,4,3,1,5,11,11
17,3,2,3,0,2,3,2,3,7,8
17,4,1,2,0,5,5,3,5,8,0
18,2,1,2,1,3,3,2,4,6,8
17,4,1,1,0,2,2,1,5,10,9
17,1,1,1,0,5,1,1,3,10,10
18,1,3,2,2,4,4,2,5,8,7
18,2,2,2,0,3,5,1,1,13,14
17,3,2,1,0,4,3,1,4,12,13
18,1,2,2,0,4,3,2,4,13,14
18,4,2,2,0,3,5,2,1,18,18
18,4,1,1,0,4,5,1,5,17,17
17,4,2,2,0,3,3,2,4,18,18
18,2,3,2,1,3,3,1,4,0,0
18,1,2,1,0,1,4,5,1,11,11
18,4,3,1,0,5,5,1,1,13,14
17,1,3,1,0,2,3,4,4,13,14
18,2,2,2,0,3,1,1,2,8,10
18,2,2,3,0,4,5,4,3,12,13
18,4,1,2,0,3,1,1,5,0,0
18,1,3,2,1,4,2,2,2,10,10
19,1,2,1,1,5,5,3,2,0,0
17,4,2,4,0,2,3,1,5,18,18
17,2,2,2,0,3,3,2,2,11,12
18,1,1,2,0,2,3,2,3,10,11
18,1,2,2,0,1,1,1,4,11,12
19,1,2,2,3,5,4,4,1,0,0
18,2,2,3,0,2,1,1,4,14,15
17,4,2,2,1,5,5,3,2,11,11
18,3,1,2,0,3,4,1,5,10,10
17,4,2,2,0,3,3,2,5,12,12
17,3,2,2,0,2,3,2,5,14,15
18,1,2,1,0,3,2,2,3,13,14
18,1,2,3,0,3,2,1,4,17,18
18,1,3,2,0,3,4,4,5,15,15
18,3,2,2,0,3,2,3,3,12,13
17,4,1,2,0,3,4,1,1,14,15
17,1,2,2,0,2,2,2,3,13,13
18,1,2,2,0,3,4,4,3,10,9
18,4,2,3,0,2,2,2,5,16,16
17,1,3,1,1,2,1,2,1,8,9
18,2,2,1,0,2,3,2,4,10,10
18,4,3,2,0,2,2,2,5,5,0
18,1,3,1,0,3,3,3,3,10,10
17,2,1,3,0,4,3,1,3,11,12
17,1,1,1,0,5,5,3,1,8,9
18,4,2,3,0,4,4,1,1,17,17
18,1,4,3,0,3,2,2,4,11,12
19,1,2,2,1,3,3,1,3,8,9
18,4,1,2,0,4,3,4,2,14,14
18,3,1,2,0,1,3,2,1,16,16
17,3,1,2,0,5,4,3,1,9,9
18,4,1,2,0,2,4,4,2,18,19
18,2,2,1,0,4,3,3,5,7,0
17,2,2,2,0,4,3,1,3,15,16
19,1,2,1,1,3,2,3,5,8,0
18,4,2,1,1,4,3,3,3,7,0
18,2,2,3,0,3,3,3,4,17,15
17,4,2,2,0,5,4,1,1,9,11
18,4,3,1,0,4,3,2,5,9,10
19,2,1,3,1,4,2,2,5,11,10
18,3,1,2,0,3,4,1,1,15,16
18,1,2,2,0,1,1,1,5,12,9
17,3,2,1,0,4,5,4,2,10,10
18,3,3,1,0,4,1,4,5,11,11
18,4,2,2,0,3,4,1,3,6,6
17,1,1,2,0,3,3,1,3,5,6
15,1,1,2,3,3,2,3,3,8,10
15,4,1,3,0,2,2,1,5,14,15
16,3,1,2,0,3,2,2,5,10,10
16,4,1,2,0,4,2,2,5,15,15
16,2,1,2,0,4,4,1,3,12,11
17,4,2,2,0,1,4,1,1,5,6
15,3,1,2,0,2,2,1,1,18,19
15,3,1,2,0,5,1,1,5,15,15
15,4,1,2,0,3,3,2,2,8,9
15,2,3,3,0,2,2,1,4,12,12
15,4,1,1,0,3,3,3,5,14,14
15,4,2,2,0,4,3,2,3,10,11
15,2,1,3,0,5,2,1,3,16,16
16,4,1,1,0,4,4,2,2,14,14
16,4,1,3,0,2,3,2,2,14,14
16,3,3,2,0,3,2,1,4,10,10
17,3,1,1,3,5,5,4,5,5,5
16,4,1,1,0,1,3,3,5,10,10
15,4,1,2,0,4,1,1,1,14,15
15,4,1,1,0,4,2,1,5,15,15
16,4,1,2,0,5,1,3,5,15,16
16,2,2,2,0,4,4,4,5,13,12
15,2,1,3,0,3,2,1,5,9,8
16,2,1,1,2,2,2,3,5,9,8
15,2,1,1,0,2,2,2,5,12,11
15,4,1,1,0,2,4,4,1,16,15
16,3,1,2,0,3,3,1,5,11,11
16,4,1,2,0,4,5,5,5,12,11
15,4,1,2,0,4,2,4,5,11,12
15,4,2,2,0,3,1,1,5,16,17
15,4,1,2,0,5,2,1,5,16,16
15,3,1,2,0,3,2,1,2,10,12
16,3,1,1,0,4,3,1,5,14,15
15,2,2,1,0,5,1,1,5,7,6
15,4,1,3,0,4,3,1,4,16,18
16,4,2,3,0,4,3,1,5,16,15
15,3,1,3,0,3,2,1,5,12,11
15,2,1,1,0,3,1,1,2,13,13
16,2,2,2,1,3,3,2,3,10,11
15,4,1,1,0,4,3,4,5,12,12
15,4,1,2,0,3,3,1,5,18,18
15,2,1,1,0,4,1,1,1,8,11
16,2,2,2,1,3,3,2,5,10,9
15,4,1,2,0,2,2,1,5,8,6
16,3,1,2,0,3,5,4,3,12,11
16,4,1,4,0,2,2,1,2,19,20
15,4,1,2,0,3,3,2,5,15,14
15,4,1,2,1,4,4,1,3,7,7
16,2,3,2,0,3,3,3,4,13,13
15,4,1,2,0,3,3,1,5,13,13
15,4,2,1,1,5,5,4,5,11,10
15,4,1,1,0,3,4,3,5,10,11
15,3,1,1,0,3,4,4,1,13,13
16,2,1,2,0,3,4,1,2,9,10
15,4,1,2,0,3,2,1,1,15,15
15,4,1,2,0,2,2,1,5,15,15
15,1,1,2,0,3,2,1,5,10,9
16,4,1,2,0,2,3,1,5,16,16
16,4,1,2,0,4,4,3,4,11,11
16,1,4,1,0,5,5,5,5,8,11
16,1,1,2,0,4,3,1,1,10,9
16,4,1,3,0,4,4,4,4,9,9
15,4,1,2,0,4,4,4,2,10,10
16,4,3,2,0,4,3,2,1,15,15
15,4,1,4,0,3,3,5,3,13,12
16,3,1,4,0,3,3,2,5,7,6
15,2,2,2,0,1,3,3,4,9,8
15,3,2,4,0,4,2,3,3,16,16
16,3,2,4,0,3,2,1,5,15,15
15,4,1,4,0,3,3,1,3,10,10
15,1,1,2,2,3,4,4,5,6,5
16,3,1,1,0,3,2,2,5,12,14
16,3,1,2,0,3,3,4,5,12,11
15,4,1,2,0,3,3,3,5,9,10
15,4,2,4,0,4,3,1,1,11,10
16,2,1,4,0,2,3,3,3,11,11
17,2,2,1,3,5,1,1,3,8,10
16,3,1,2,0,4,3,2,3,5,5
15,2,1,1,0,2,2,3,3,12,12
15,2,1,3,0,3,2,2,5,10,11
15,3,1,2,0,4,4,1,5,6,6
15,2,2,2,0,3,3,3,4,15,15
15,1,1,2,0,3,2,3,4,10,10
15,4,2,2,2,4,4,3,5,9,8
16,2,1,2,0,3,4,2,2,7,6
15,4,1,3,0,3,3,3,1,14,14
16,2,2,2,1,4,2,1,3,10,10
16,4,1,2,0,1,3,5,5,6,7
16,3,1,3,0,3,3,3,4,7,8
15,4,1,1,0,5,5,3,1,17,18
16,3,1,2,0,3,3,3,2,6,6
16,4,2,2,0,3,3,1,1,10,10
15,2,1,4,0,3,4,1,4,13,14
15,1,2,4,1,1,2,1,1,10,10
16,4,2,1,0,3,3,1,4,15,15
16,2,1,2,0,3,5,1,5,9,10
16,4,1,1,0,3,4,2,1,14,14
16,4,1,3,0,3,5,1,3,9,8
16,4,1,1,0,5,5,5,4,7,5
16,4,1,3,0,4,3,1,4,17,17
15,4,1,1,0,3,3,1,5,13,14
15,3,2,2,0,3,5,1,2,6,6
15,3,1,2,0,4,4,1,1,18,18
15,3,1,4,0,3,3,1,4,11,11
15,2,1,4,0,1,2,1,3,8,8
16,3,1,3,0,3,3,1,5,18,18
15,4,4,4,0,3,5,5,1,13,13
16,4,1,3,0,4,5,1,4,15,16
15,4,1,1,0,5,3,1,4,19,19
16,3,1,3,1,1,2,1,2,10,10
16,2,1,2,1,1,2,1,5,13,13
15,4,1,1,0,5,2,1,3,19,19
15,2,1,2,0,4,2,1,5,9,9
16,4,1,2,0,4,4,2,5,15,16
15,4,2,2,0,4,3,1,2,13,14
16,3,2,1,0,4,2,1,5,14,13
17,1,3,2,1,2,4,4,5,7,8
15,3,1,1,0,4,3,2,4,13,13
15,1,1,2,0,2,3,2,1,15,15
15,2,1,4,0,5,4,2,5,14,15
16,2,2,2,0,2,2,2,5,13,13
16,4,1,1,0,4,4,4,5,11,13
16,2,1,2,0,4,4,1,5,7,8
15,3,1,1,0,5,5,2,5,13,12
15,3,1,2,0,3,2,1,1,10,11
19,0,1,2,3,4,2,1,5,8,9
18,2,1,1,2,3,3,2,4,4,0
16,4,1,1,0,5,5,5,4,18,18
15,3,2,3,2,2,2,2,5,0,0
15,1,3,1,0,3,3,2,4,0,0
17,2,1,1,0,4,4,3,5,13,12
16,3,1,1,0,2,1,4,5,11,11
15,3,4,2,0,3,3,1,5,0,0
15,4,1,3,0,3,3,1,5,0,0
17,3,3,2,0,4,5,4,5,0,0
16,3,2,1,2,3,2,1,5,0,0
16,1,1,2,1,4,4,3,5,12,12
15,4,2,1,0,3,2,1,5,16,15
15,4,2,4,0,2,2,1,3,9,0
16,2,2,1,2,3,3,2,2,9,9
15,4,1,3,0,2,2,1,5,11,11
16,1,1,1,0,4,4,3,1,14,13
17,2,1,1,3,4,5,2,5,0,0
15,1,1,2,0,4,2,2,5,11,11
15,3,1,2,3,3,2,1,3,7,0
15,1,1,2,0,3,2,1,5,11,11
16,4,1,1,0,3,2,1,5,6,0
15,2,4,1,3,5,5,5,5,9,10
18,1,1,1,3,3,5,5,4,5,0
16,2,1,1,1,4,4,5,5,13,14
15,3,2,3,2,2,1,3,3,10,10
19,3,1,1,3,5,4,1,4,0,0
17,4,1,1,0,2,1,1,4,11,12
15,2,1,2,0,4,4,1,1,8,8
17,1,1,1,0,2,2,3,5,12,13
18,1,3,1,3,2,5,5,4,8,10
16,2,3,1,0,2,2,2,3,15,15
16,3,1,2,1,5,5,4,5,12,12
17,2,2,1,2,3,2,2,5,6,0
15,3,2,2,2,4,4,4,3,9,7
16,1,2,1,1,4,4,4,5,0,0
17,1,1,1,0,3,3,4,2,10,10
17,1,4,2,3,3,5,5,5,8,7
16,3,2,1,1,5,2,1,2,11,12
16,2,1,2,0,3,5,4,4,10,10
16,4,1,2,0,2,3,1,3,15,16
16,2,1,2,0,1,5,1,4,7,0
16,4,1,2,0,4,2,1,3,14,14
16,3,3,1,2,4,5,4,2,5,0
16,1,2,2,0,3,2,1,3,15,16
17,4,1,2,0,4,4,3,5,11,10
16,1,1,2,3,3,5,1,3,7,0
16,3,2,2,0,4,5,1,4,11,9
17,4,2,2,0,4,4,4,4,9,9
16,2,2,2,0,4,4,4,5,13,11
17,3,1,2,0,3,4,4,4,5,6
16,4,1,1,0,3,3,4,3,8,9
17,4,1,2,0,2,3,1,2,10,11
16,4,1,2,0,4,3,3,3,8,8
16,3,1,2,0,2,3,2,3,13,12
17,2,1,2,0,4,2,3,5,17,17
17,3,1,2,0,3,3,3,1,9,8
16,3,1,2,0,2,2,2,1,13,12
17,3,1,2,0,3,4,3,4,12,11
16,1,1,1,0,3,3,2,3,12,11
16,2,1,2,0,2,3,2,5,15,15
17,3,1,2,0,3,3,3,3,7,9
17,1,1,2,0,1,3,5,3,9,10
16,2,1,2,0,3,3,1,2,12,13
17,1,1,2,0,3,3,1,3,8,9
17,1,2,2,0,4,4,5,5,8,8
16,3,1,1,0,3,2,4,5,9,10
16,2,2,1,0,3,3,1,3,14,14
17,2,1,2,0,3,2,1,5,15,15
17,4,1,1,0,2,3,2,5,15,16
16,3,3,1,0,3,4,5,3,9,10
17,4,2,1,1,2,4,3,2,18,18
16,4,1,2,0,5,2,2,3,9,10
16,4,1,2,0,3,5,5,2,16,16
16,2,1,2,0,4,3,3,4,10,10
17,1,1,2,0,4,4,3,1,9,10
17,2,1,1,0,3,2,2,3,6,6
16,2,2,4,0,3,5,1,5,10,11
17,3,1,3,1,4,3,4,5,9,9
16,3,1,2,3,3,3,2,4,7,7
16,4,1,2,0,3,2,1,1,12,13
16,1,2,1,0,3,2,4,5,9,10
17,4,2,3,0,4,2,1,4,7,7
19,3,1,4,0,3,3,2,3,8,8
17,4,1,2,0,3,5,5,3,12,13
16,2,1,2,0,3,4,1,4,13,14
18,2,1,2,1,4,4,4,5,7,8
17,4,1,1,0,2,1,2,3,10,10
17,3,2,2,0,4,4,3,1,15,15
17,4,1,2,2,4,5,4,1,6,4
18,3,1,2,1,2,4,4,4,6,8
17,2,2,1,0,3,3,4,3,7,8
17,2,1,3,0,3,3,1,4,10,10
17,2,2,2,0,2,5,2,5,6,6
17,1,1,3,1,3,4,1,5,5,0
16,2,1,2,0,3,1,1,3,16,17
18,2,2,2,0,3,3,5,4,13,13
16,4,1,3,0,3,2,1,5,13,14
18,3,1,2,1,3,3,1,4,8,7
17,3,1,2,0,3,4,3,3,15,15
17,2,1,2,0,3,3,3,3,11,12
18,2,4,2,0,3,2,5,3,8,9
17,2,2,3,0,2,3,2,3,10,12
17,4,1,2,0,2,3,2,3,13,14
17,2,2,2,0,5,2,1,1,11,11
17,4,1,2,0,5,5,3,2,9,9
16,4,1,2,0,2,4,4,1,13,13
16,1,2,2,0,4,2,1,5,7,6
16,3,2,3,0,3,3,3,2,9,10
17,2,1,2,0,4,2,5,4,13,13
16,2,1,1,0,5,2,1,5,12,12
17,2,3,2,0,1,1,1,3,11,11
18,2,1,2,1,5,4,5,2,7,0
17,4,2,2,0,5,5,4,5,12,12
17,4,2,2,0,3,3,3,4,11,12
16,4,1,1,0,4,5,1,3,0,0
16,4,1,1,0,3,2,2,5,12,12
18,2,2,3,0,4,4,1,3,0,0
16,2,3,1,0,3,3,1,4,18,18
17,2,2,1,0,2,2,1,2,12,13
22,3,1,1,3,4,5,5,1,8,8
18,3,1,2,1,3,3,3,5,5,5
16,0,1,1,0,3,2,4,5,15,15
18,3,2,1,1,4,5,4,5,8,8
16,3,3,2,0,3,3,3,2,10,10
18,2,1,1,1,2,5,5,5,9,8
16,2,2,1,0,3,2,3,3,9,8
17,2,1,1,0,4,2,4,5,12,12
17,1,2,1,1,4,4,2,5,9,8
17,4,1,4,0,2,3,1,4,12,13
19,4,1,2,0,3,1,1,1,11,11
18,2,1,2,0,2,4,2,4,14,14
17,2,1,4,0,4,1,1,2,9,0
18,4,1,2,0,1,2,3,2,18,18
18,4,1,2,0,3,2,1,3,8,8
18,3,1,3,0,3,2,1,3,12,12
17,3,1,3,0,2,3,1,4,9,9
18,2,1,3,0,3,3,1,3,10,0
18,3,2,2,0,2,5,4,1,17,17
17,3,1,2,0,4,4,4,5,9,10
18,4,2,2,0,3,4,2,4,10,11
18,4,1,2,0,4,5,3,5,9,10
18,2,2,2,0,3,5,2,3,0,0
19,3,1,2,2,3,5,3,5,9,9
18,2,1,4,0,5,5,3,2,14,14
18,1,2,2,0,4,3,1,3,11,11
17,1,1,2,0,5,2,2,1,14,14
17,2,2,2,0,3,3,1,1,10,10
17,2,2,2,0,4,4,3,5,12,12
18,3,2,2,0,1,1,1,5,9,9
18,4,2,1,0,2,4,4,3,9,9
18,4,1,2,1,4,4,1,4,8,8
18,4,2,1,0,2,3,2,1,11,10
17,4,2,1,0,5,4,4,5,8,8
17,3,1,1,1,4,4,4,3,9,10
18,1,2,4,0,2,2,1,3,12,12
18,1,2,2,0,4,4,1,4,9,10
17,2,1,2,0,4,5,2,5,9,11
17,1,1,2,0,3,3,2,4,10,11
18,2,1,3,0,3,3,2,2,18,19
17,1,1,3,0,3,3,1,3,12,12
18,2,1,3,0,2,4,3,2,14,14
18,4,1,2,0,4,3,1,2,13,15
18,4,1,2,0,3,2,4,5,11,11
17,4,1,3,0,2,2,2,3,15,15
18,2,1,2,1,4,3,1,5,12,13
17,3,2,4,0,1,2,1,3,18,18
18,3,2,3,0,4,2,1,4,13,14
17,3,1,1,0,4,3,3,5,12,11
19,4,2,2,0,3,4,3,2,9,0
18,4,2,2,0,4,5,2,2,8,8
18,4,1,4,0,3,3,1,3,13,14
18,4,1,1,0,4,2,2,1,15,16
18,4,1,2,0,2,4,1,4,10,11
17,4,2,1,0,1,1,2,5,11,10
17,4,2,3,0,3,3,1,3,12,14
17,3,1,4,0,2,2,2,5,17,18
19,3,1,2,1,4,4,1,3,14,13
18,2,1,2,1,4,3,1,3,12,12
20,3,1,1,0,5,3,1,5,18,18
19,4,2,1,1,3,4,1,4,9,8
19,3,1,2,1,5,3,2,5,12,12
19,1,1,2,1,4,3,3,3,10,10
19,1,1,2,1,2,4,2,3,9,0
19,2,3,2,0,4,1,1,2,12,13
19,1,1,2,1,5,2,2,4,11,11
19,3,2,2,1,2,2,2,1,10,11
19,1,1,3,2,1,2,1,3,13,13
19,2,1,3,1,1,2,1,3,11,11
18,2,2,2,0,3,3,2,1,8,0
18,4,1,3,0,3,4,1,5,10,9
17,3,1,3,0,3,4,5,5,11,10
18,4,1,2,0,4,4,3,5,11,11
17,4,1,2,0,2,2,2,5,13,13
17,2,1,2,0,2,2,1,3,9,9
17,2,1,3,0,3,2,2,3,11,11
17,3,1,3,0,4,3,3,5,14,15
17,0,2,3,0,3,3,3,2,15,15
18,4,1,3,0,3,3,2,3,12,11
17,3,1,1,0,3,5,5,5,15,16
17,2,4,1,0,4,5,5,4,10,10
17,4,1,3,0,4,4,3,4,9,9
17,4,2,3,0,3,3,2,4,14,14
18,2,1,4,0,5,5,4,5,8,8
17,2,1,3,0,4,3,1,5,14,14
18,3,1,2,0,3,4,1,4,0,0
18,2,1,2,0,3,3,1,2,8,0
18,2,2,4,0,4,4,1,4,9,0
17,3,1,3,0,4,5,3,5,15,15
19,3,1,3,1,4,3,2,5,13,13
17,3,1,2,0,3,2,3,2,8,0
18,3,1,4,0,3,3,1,1,15,17
17,3,1,2,0,3,3,3,2,10,10
19,2,1,3,1,3,4,3,3,12,11
18,4,1,2,1,3,3,2,2,10,0
18,3,1,2,0,3,3,3,5,15,15
17,2,1,2,1,3,1,2,4,8,0
18,2,1,3,0,3,3,2,3,10,10
18,3,1,3,0,4,3,3,1,13,14
18,4,1,3,0,3,2,2,4,15,16
18,4,1,3,0,4,5,3,5,10,9
17,4,1,3,0,4,3,3,4,15,15
18,3,2,1,1,5,5,5,5,13,13
19,1,3,2,3,4,4,3,2,7,8
17,3,2,2,0,5,4,3,3,13,13
18,1,1,1,1,3,3,3,3,7,8
19,1,3,1,1,4,4,3,5,8,8
17,4,2,2,0,5,5,3,2,11,11
18,3,1,2,0,3,4,1,5,9,9
17,4,2,2,0,3,3,2,5,13,13
17,3,2,2,0,2,3,2,5,12,11
18,1,2,1,0,3,2,2,3,10,10
18,1,2,3,0,3,2,1,4,16,16
18,1,3,2,0,3,4,4,5,13,13
18,1,2,2,1,4,3,3,5,12,12
18,3,2,2,0,3,2,3,3,11,10
17,4,1,2,0,3,4,1,1,15,15
17,1,2,2,0,2,2,2,3,11,12
18,1,2,2,0,3,4,4,3,10,10
18,4,2,3,0,2,2,2,5,13,13
17,1,3,1,1,2,1,2,1,6,0
18,2,2,1,0,2,3,2,4,10,10
18,4,3,2,0,2,2,2,5,12,11
19,3,2,2,2,2,2,1,3,7,9
18,1,3,1,0,3,3,3,3,12,12
17,2,1,3,0,4,3,1,3,11,11
17,1,1,1,0,5,5,3,1,5,5
18,4,2,3,0,4,4,1,1,18,19
18,1,4,3,0,3,2,2,4,8,10
20,4,2,3,2,4,3,1,3,14,15
18,4,1,2,0,4,3,4,2,9,10
18,3,1,2,0,1,3,2,1,15,15
17,3,1,2,0,5,4,3,1,10,10
18,4,1,2,0,2,4,4,2,14,14
18,2,2,1,0,4,3,3,5,6,7
17,2,2,2,0,4,3,1,3,11,10
19,1,2,1,1,3,2,3,5,5,0
18,4,2,1,1,4,3,3,3,5,5
18,2,2,3,0,3,3,3,4,9,10
18,4,3,1,0,4,3,2,5,5,6
19,2,1,3,1,4,2,2,5,5,0
18,3,1,2,0,3,4,1,1,9,8
18,1,2,2,1,1,1,1,5,5,0
20,2,1,2,2,5,4,5,4,9,9
17,3,2,1,0,4,5,4,2,16,16
21,1,1,1,3,5,3,3,3,8,7
18,3,3,1,0,4,1,4,5,12,10
19,1,1,1,0,2,3,3,5,9,9
